EMP_CODIGO,REFERENCIA,COD_GRUPO,COD_SETOR_COMERCIAL,NUM_QUADRA,COD_ROTA_LEITURA,MATRICULA,SEQ_RESPONSAVEL,ECO_RESIDENCIAL,ECO_COMERCIAL,ECO_INDUSTRIAL,ECO_PUBLICA,ECO_OUTRAS,LTR_ATUAL,LTR_COLETADA,DAT_LEITURA,DIAS_LEITURA,CONS_MEDIDO,TIPO_LIGACAO,CATEGORIA,SUB_CATEGORIA,DSC_OCORRENCIA,COD_LEITURA_INF_1,COD_LEITURA_INF_2,COD_LEITURA_INF_3,HORA_LEITURA,DSC_SIMULTANEA,VOLUME_ESTIMADO,VOLUME_ESTIMADO_ACUM,FATURADO_MEDIA,COD_LEITURA_INT,STA_TROCA,EXCECAO,STA_ACEITA_LEITURA,COD_LATITUDE,COD_LONGITUDE,FRAUDE
2.0,2019-12-01,16.0,27.0,183.0,8.0,17941269,831310.0,1.0,0.0,0.0,0.0,0.0,19.0,19.0,2019-12-27,31.0,0.0,Hidrometrado,RESIDENCIAL,RESIDENCIAL,NORMAL,,,,11:41:18,10-ISENTA - NAO IMPRESSA,0.0,0.0,,905.0,N,Normal,S,-20.435616,-54.559749,0
2.0,2019-09-01,12.0,14.0,156.0,8.0,17332103,165458.0,8.0,0.0,0.0,0.0,0.0,10328.0,10328.0,2019-09-19,30.0,93.0,Hidrometrado,RESIDENCIAL,RESIDENCIAL,NORMAL,515.0,,,16:33:37,02-CAIXA CORREIO,0.0,0.0,,900.0,N,Normal,S,-20.441546,-54.608849,1
2.0,2019-02-01,15.0,18.0,26.0,6.0,17857741,454224.0,0.0,1.0,0.0,0.0,0.0,650.0,650.0,2019-02-21,28.0,6.0,Hidrometrado,COMERCIAL,COMERCIAL,NORMAL,,,,13:31:10,02-CAIXA CORREIO,0.0,0.0,,900.0,N,Normal,S,-20.456282,-54.712842,0
2.0,2019-08-01,8.0,20.0,194.0,11.0,17111452,370483.0,1.0,0.0,0.0,0.0,0.0,235.0,235.0,2019-08-16,32.0,17.0,Hidrometrado,RESIDENCIAL,RESIDENCIAL,NORMAL,,,,08:19:52,02-CAIXA CORREIO,0.0,0.0,,900.0,N,Normal,S,-20.492915,-54.632235,0
2.0,2019-07-01,5.0,10.0,64.0,8.0,17910858,1007820.0,0.0,1.0,0.0,0.0,0.0,27.0,82.0,2019-07-08,31.0,0.0,Hidrometrado,COMERCIAL,COMERCIAL,MEDIDOR DE DIFÍCIL ACESSO,,,,12:00:16,60-RETIDA - MED > 2X MED MEDID,12.0,12.0,MEDIA,107.0,N,Normal,N,-20.469746,-54.581579,0
2.0,2019-10-01,5.0,33.0,404.0,21.0,17425439,189109.0,1.0,0.0,0.0,0.0,0.0,1213.0,1213.0,2019-10-08,29.0,21.0,Hidrometrado,RESIDENCIAL,RESIDENCIAL,NORMAL,,,,13:50:22,02-CAIXA CORREIO,0.0,0.0,,900.0,N,Normal,S,-20.418216,-54.636081,0
2.0,2019-06-01,9.0,92.0,318.0,47.0,17172171,917867.0,1.0,0.0,0.0,0.0,0.0,315.0,0.0,2019-06-11,31.0,0.0,Hidrometrado,RESIDENCIAL,RESIDENCIAL,MEDIDOR DE DIFÍCIL ACESSO,,,,14:10:53,04-FIXADA AO PORTAO,7.0,29.0,MEDIA,107.0,N,Normal,N,-20.552314,-54.57551,0
2.0,2019-05-01,9.0,5.0,22.0,3.0,17714296,1002680.0,0.0,1.0,0.0,0.0,0.0,261.0,261.0,2019-05-13,31.0,8.0,Hidrometrado,COMERCIAL,COMERCIAL,NORMAL,,,,15:38:18,67-RETIDA - GRANDE CLIENTE,0.0,0.0,,908.0,N,Normal,S,-20.445209,-54.604508,1
2.0,2019-03-01,11.0,19.0,144.0,10.0,17113731,321240.0,0.0,1.0,0.0,0.0,0.0,593.0,593.0,2019-03-19,31.0,6.0,Hidrometrado,COMERCIAL,COMERCIAL,NORMAL,,,,08:41:12,01-EM MAOS,-7.0,0.0,,900.0,N,Normal,S,-20.477738,-54.632134,0
2.0,2019-01-01,10.0,66.0,118.0,36.0,17797966,280546.0,0.0,1.0,0.0,0.0,0.0,1653.0,1653.0,2019-01-23,33.0,18.0,Hidrometrado,COMERCIAL,COMERCIAL,NORMAL,,,,08:23:18,02-CAIXA CORREIO,0.0,0.0,,900.0,N,Normal,S,-20.400392,-54.580524,0
2.0,2019-12-01,5.0,25.0,7.0,17.0,17835539,796333.0,45.0,0.0,0.0,0.0,0.0,37710.0,37710.0,2019-12-10,32.0,1077.0,Hidrometrado,RESIDENCIAL,RESIDENCIAL,NORMAL,,,,10:23:01,67-RETIDA - GRANDE CLIENTE,0.0,0.0,,900.0,N,Normal,S,-20.467369,-54.569685,0
2.0,2019-09-01,18.0,3.0,132.0,1.0,17235679,1023067.0,0.0,1.0,0.0,0.0,0.0,2193.0,2193.0,2019-09-28,31.0,19.0,Hidrometrado,COMERCIAL,COMERCIAL,NORMAL,507.0,,,12:07:08,04-FIXADA AO PORTAO,0.0,0.0,,904.0,N,Normal,S,-20.454628,-54.593025,1
2.0,2019-02-01,7.0,39.0,122.0,25.0,17784901,412152.0,0.0,1.0,0.0,0.0,0.0,3996.0,3996.0,2019-02-13,30.0,107.0,Hidrometrado,COMERCIAL,COMERCIAL,NORMAL,,,,11:10:06,63-RETIDA - FATURA ELETRONICA,0.0,0.0,,900.0,N,Normal,S,-20.445807,-54.661643,0
2.0,2019-08-01,8.0,77.0,150.0,36.0,17549813,372560.0,1.0,0.0,0.0,0.0,0.0,165.0,165.0,2019-08-15,30.0,14.0,Hidrometrado,RESIDENCIAL,RESIDENCIAL,NORMAL,,,,15:08:17,01-EM MAOS,0.0,0.0,,900.0,N,Normal,S,-20.517935,-54.685352,0
2.0,2019-07-01,7.0,7.0,180.0,8.0,17107451,733007.0,0.0,1.0,0.0,0.0,0.0,53.0,53.0,2019-07-11,30.0,0.0,Hidrometrado,COMERCIAL,COMERCIAL,NORMAL,,,,09:18:24,01-EM MAOS,0.0,0.0,,905.0,N,Normal,S,-20.469028,-54.614686,0
2.0,2019-10-01,5.0,33.0,330.0,21.0,17119986,770161.0,1.0,0.0,0.0,0.0,0.0,141.0,141.0,2019-10-08,29.0,12.0,Hidrometrado,RESIDENCIAL,RESIDENCIAL,NORMAL,,,,12:34:27,02-CAIXA CORREIO,0.0,0.0,,900.0,N,Normal,S,-20.41917,-54.635309,0
2.0,2019-06-01,6.0,39.0,240.0,26.0,17218577,859936.0,1.0,0.0,0.0,0.0,0.0,1024.0,0.0,2019-06-10,28.0,0.0,Hidrometrado,RESIDENCIAL,RESIDENCIAL,MEDIDOR DE DIFÍCIL ACESSO,,,,10:21:04,04-FIXADA AO PORTAO,12.0,12.0,MEDIA,107.0,N,Normal,N,-20.450485,-54.667518,0
2.0,2019-05-01,14.0,59.0,54.0,24.0,17708890,667023.0,0.0,1.0,0.0,0.0,0.0,6924.0,6924.0,2019-05-24,29.0,125.0,Hidrometrado,COMERCIAL,COMERCIAL,NORMAL,,,,09:29:17,67-RETIDA - GRANDE CLIENTE,0.0,0.0,,900.0,N,Normal,S,-20.435847,-54.521711,0
2.0,2019-03-01,51.0,2.0,110.0,3.0,17886096,550319.0,1.0,0.0,0.0,0.0,0.0,24.0,24.0,2019-03-24,32.0,0.0,Hidrometrado,RESIDENCIAL,RESIDENCIAL,NORMAL,,,,11:56:38,10-ISENTA - NAO IMPRESSA,0.0,0.0,,905.0,N,Normal,S,-20.978806,-54.496551,0
2.0,2019-01-01,5.0,13.0,48.0,9.0,17076707,82673.0,0.0,1.0,0.0,0.0,0.0,1115.0,1115.0,2019-01-10,31.0,4.0,Hidrometrado,COMERCIAL,COMERCIAL,NORMAL,,,,12:13:30,02-CAIXA CORREIO,0.0,0.0,,900.0,N,Normal,S,-20.443097,-54.598393,0
2.0,2019-12-01,99.0,96.0,536.0,11.0,17868623,685660.0,1.0,0.0,0.0,0.0,0.0,249.0,249.0,2019-12-30,31.0,102.0,Hidrometrado,RESIDENCIAL,RESIDENCIAL,DETERMINAÇÃO DE CONS PRÉ-VISTORIA ADM(SEDE),,,,08:43:31,67-RETIDA - GRANDE CLIENTE,0.0,0.0,,900.0,N,Normal,S,-20.563575,-54.653006,0
2.0,2019-09-01,17.0,3.0,86.0,1.0,17777523,696223.0,0.0,1.0,0.0,0.0,0.0,716.0,716.0,2019-09-26,29.0,7.0,Hidrometrado,COMERCIAL,COMERCIAL,NORMAL,507.0,,,16:26:57,01-EM MAOS,0.0,0.0,,908.0,N,Normal,S,-20.460101,-54.594936,0
2.0,2019-02-01,14.0,14.0,260.0,4.0,17899230,605295.0,0.0,1.0,0.0,0.0,0.0,818.0,818.0,2019-02-21,29.0,14.0,Hidrometrado,COMERCIAL,COMERCIAL,NORMAL,,,,09:37:09,01-EM MAOS,0.0,0.0,,900.0,N,Normal,S,-20.439856,-54.615313,0
2.0,2019-08-01,8.0,42.0,36.0,23.0,17224208,372436.0,1.0,0.0,0.0,0.0,0.0,422.0,422.0,2019-08-13,33.0,6.0,Hidrometrado,RESIDENCIAL,RESIDENCIAL,NORMAL,,,,14:56:25,02-CAIXA CORREIO,0.0,0.0,,900.0,N,Normal,S,-20.492392,-54.671852,0
2.0,2019-07-01,14.0,14.0,311.0,4.0,17179112,818665.0,0.0,1.0,0.0,0.0,0.0,498.0,498.0,2019-07-23,31.0,9.0,Hidrometrado,COMERCIAL,COMERCIAL,NORMAL,,,,12:29:21,01-EM MAOS,0.0,0.0,,900.0,N,Normal,S,-20.443373,-54.619721,0
2.0,2019-10-01,5.0,33.0,330.0,21.0,17119987,107677.0,1.0,0.0,0.0,0.0,0.0,1329.0,1329.0,2019-10-08,29.0,4.0,Hidrometrado,RESIDENCIAL,RESIDENCIAL,NORMAL,,,,12:33:30,02-CAIXA CORREIO,0.0,0.0,,900.0,N,Normal,S,-20.419288,-54.634847,1
2.0,2019-06-01,13.0,31.0,42.0,12.0,17252909,706504.0,1.0,0.0,0.0,0.0,0.0,802.0,0.0,2019-06-18,29.0,0.0,Hidrometrado,RESIDENCIAL,RESIDENCIAL,MEDIDOR DE DIFÍCIL ACESSO,,,,16:17:14,02-CAIXA CORREIO,7.0,18.0,MEDIA,107.0,N,Normal,N,-20.434251,-54.613424,0
2.0,2019-05-01,8.0,23.0,286.0,15.0,17336067,615880.0,1.0,0.0,0.0,0.0,0.0,187.0,187.0,2019-05-15,34.0,2.0,Hidrometrado,RESIDENCIAL,RESIDENCIAL,NORMAL,,,,08:16:58,63-RETIDA - FATURA ELETRONICA,0.0,0.0,,900.0,N,Normal,S,-20.484238,-54.584403,0
2.0,2019-03-01,13.0,61.0,816.0,25.0,17720888,239660.0,1.0,0.0,0.0,0.0,0.0,1272.0,1272.0,2019-03-21,31.0,5.0,Hidrometrado,RESIDENCIAL,RESIDENCIAL,NORMAL,,,,10:02:04,02-CAIXA CORREIO,0.0,0.0,,900.0,N,Normal,S,-20.426208,-54.557044,1
2.0,2019-01-01,11.0,21.0,124.0,11.0,17840822,738997.0,0.0,1.0,0.0,0.0,0.0,112.0,112.0,2019-01-19,31.0,39.0,Hidrometrado,COMERCIAL,COMERCIAL,NORMAL,,,,09:25:17,02-CAIXA CORREIO,0.0,0.0,,900.0,N,Normal,S,-20.490555,-54.61765,1
2.0,2019-12-01,4.0,6.0,120.0,5.0,17867866,489189.0,0.0,1.0,0.0,0.0,0.0,5108.0,5108.0,2019-12-06,29.0,29.0,Hidrometrado,COMERCIAL,COMERCIAL,NORMAL,,,,09:40:49,01-EM MAOS,0.0,0.0,,900.0,N,Normal,S,-20.467661,-54.632942,0
2.0,2019-09-01,20.0,26.0,36.0,35.0,17928931,725781.0,1.0,0.0,0.0,0.0,0.0,95.0,95.0,2019-09-28,30.0,3.0,Hidrometrado,RESIDENCIAL,RESIDENCIAL,NORMAL,507.0,,,08:51:04,01-EM MAOS,0.0,0.0,,900.0,N,Normal,S,-20.459932,-54.560215,1
2.0,2019-02-01,8.0,7.0,158.0,5.0,17105096,94922.0,0.0,1.0,0.0,0.0,0.0,2801.0,2801.0,2019-02-13,28.0,62.0,Hidrometrado,COMERCIAL,COMERCIAL,NORMAL,,,,14:10:47,63-RETIDA - FATURA ELETRONICA,0.0,0.0,,900.0,N,Normal,S,-20.480739,-54.613183,1
2.0,2019-08-01,8.0,63.0,284.0,34.0,17344264,843694.0,1.0,0.0,0.0,0.0,0.0,321.0,321.0,2019-08-16,29.0,1.0,Hidrometrado,RESIDENCIAL,RESIDENCIAL,NORMAL,,,,08:20:09,02-CAIXA CORREIO,0.0,0.0,,900.0,N,Normal,S,-20.392898,-54.568196,1
2.0,2019-07-01,10.0,6.0,236.0,3.0,17131489,961686.0,0.0,1.0,0.0,0.0,0.0,525.0,525.0,2019-07-16,32.0,6.0,Hidrometrado,COMERCIAL,COMERCIAL,NORMAL,,,,08:59:34,02-CAIXA CORREIO,0.0,0.0,,900.0,N,Normal,S,-20.473612,-54.631168,0
2.0,2019-10-01,5.0,33.0,330.0,21.0,17119988,107678.0,1.0,0.0,0.0,0.0,0.0,879.0,879.0,2019-10-08,29.0,13.0,Hidrometrado,RESIDENCIAL,RESIDENCIAL,NORMAL,,,,12:33:17,02-CAIXA CORREIO,0.0,0.0,,900.0,N,Normal,S,-20.419376,-54.634872,0
2.0,2019-06-01,12.0,46.0,312.0,20.0,17446697,1018445.0,1.0,0.0,0.0,0.0,0.0,275.0,0.0,2019-06-17,32.0,0.0,Hidrometrado,RESIDENCIAL,RESIDENCIAL,MEDIDOR DE DIFÍCIL ACESSO,,,,08:53:39,04-FIXADA AO PORTAO,1.0,1.0,MEDIA,107.0,N,Normal,N,-20.519738,-54.647646,0
2.0,2019-05-01,16.0,12.0,254.0,2.0,17461608,915931.0,0.0,1.0,0.0,0.0,0.0,181.0,181.0,2019-05-22,28.0,2.0,Hidrometrado,COMERCIAL,COMERCIAL,NORMAL,,,,08:11:37,02-CAIXA CORREIO,0.0,0.0,,900.0,N,Normal,S,-20.44122,-54.570724,0
2.0,2019-03-01,17.0,90.0,146.0,38.0,17493187,205232.0,0.0,1.0,0.0,0.0,0.0,1308.0,1308.0,2019-03-28,29.0,5.0,Hidrometrado,COMERCIAL,COMERCIAL,NORMAL,,,,08:39:32,53-RETIDA - CODIGO LEITURA,0.0,0.0,,906.0,N,Normal,S,-20.514795,-54.56566,1
2.0,2019-01-01,15.0,73.0,216.0,24.0,17354040,513141.0,0.0,0.0,0.0,1.0,0.0,370.0,0.0,2019-01-23,33.0,0.0,Hidrometrado,PUBLICA,PUBLICA,MEDIDOR DE DIFÍCIL ACESSO,,,,15:28:15,69-RETIDA - CONSOLIDADO,13.0,13.0,MEDIA,107.0,N,Normal,N,-20.44277,-54.689867,0
2.0,2019-12-01,11.0,12.0,46.0,6.0,17920971,686931.0,1.0,0.0,0.0,0.0,0.0,786.0,786.0,2019-12-16,32.0,4.0,Hidrometrado,RESIDENCIAL,RESIDENCIAL,NORMAL,,,,13:06:29,01-EM MAOS,0.0,0.0,,908.0,N,Normal,S,-20.44243,-54.581103,0
2.0,2019-09-01,10.0,77.0,284.0,37.0,17940144,820819.0,0.0,1.0,0.0,0.0,0.0,153.0,153.0,2019-09-19,31.0,12.0,Hidrometrado,COMERCIAL,COMERCIAL,NORMAL,507.0,,,09:49:28,04-FIXADA AO PORTAO,0.0,0.0,,901.0,N,Normal,S,-20.513495,-54.691965,0
2.0,2019-02-01,12.0,73.0,30.0,33.0,17916462,671912.0,0.0,1.0,0.0,0.0,0.0,241.0,241.0,2019-02-18,28.0,9.0,Hidrometrado,COMERCIAL,COMERCIAL,NORMAL,,,,11:12:54,04-FIXADA AO PORTAO,0.0,0.0,,900.0,N,Normal,S,-20.448479,-54.704229,0
2.0,2019-08-01,8.0,23.0,306.0,15.0,17722051,372049.0,1.0,0.0,0.0,0.0,0.0,723.0,723.0,2019-08-14,33.0,6.0,Hidrometrado,RESIDENCIAL,RESIDENCIAL,NORMAL,,,,14:06:29,02-CAIXA CORREIO,0.0,0.0,,900.0,N,Normal,S,-20.482453,-54.588892,0
2.0,2019-07-01,6.0,6.0,82.0,5.0,17087222,441984.0,0.0,1.0,0.0,0.0,0.0,963.0,963.0,2019-07-09,31.0,3.0,Hidrometrado,COMERCIAL,COMERCIAL,NORMAL,,,,12:29:58,04-FIXADA AO PORTAO,0.0,0.0,,900.0,N,Normal,S,-20.461671,-54.628289,1
2.0,2019-10-01,5.0,86.0,158.0,42.0,17232571,127935.0,1.0,0.0,0.0,0.0,0.0,1052.0,1052.0,2019-10-08,29.0,14.0,Hidrometrado,RESIDENCIAL,RESIDENCIAL,NORMAL,515.0,,,14:40:50,02-CAIXA CORREIO,0.0,0.0,,900.0,N,Normal,S,-20.533261,-54.621575,0
2.0,2019-06-01,18.0,28.0,396.0,10.0,17227930,510101.0,1.0,0.0,0.0,0.0,0.0,1365.0,0.0,2019-06-24,31.0,0.0,Hidrometrado,RESIDENCIAL,RESIDENCIAL,MEDIDOR DE DIFÍCIL ACESSO,,,,16:18:45,02-CAIXA CORREIO,27.0,54.0,MEDIA,107.0,N,Normal,N,-20.421716,-54.568578,0
2.0,2019-05-01,5.0,13.0,66.0,9.0,17269566,519321.0,0.0,1.0,0.0,0.0,0.0,121.0,121.0,2019-05-07,31.0,1.0,Hidrometrado,COMERCIAL,COMERCIAL,NORMAL,,,,16:18:26,01-EM MAOS,0.0,0.0,,900.0,N,Normal,S,-20.441224,-54.598131,1
2.0,2019-03-01,5.0,33.0,404.0,21.0,17311396,157426.0,1.0,0.0,0.0,0.0,0.0,985.0,985.0,2019-03-12,32.0,6.0,Hidrometrado,RESIDENCIAL,RESIDENCIAL,NORMAL,,,,10:15:21,01-EM MAOS,-7.0,0.0,,900.0,N,Normal,S,-20.417957,-54.636225,0
2.0,2019-01-01,11.0,14.0,32.0,7.0,17343161,925064.0,0.0,1.0,0.0,0.0,0.0,747.0,747.0,2019-01-17,33.0,0.0,Hidrometrado,COMERCIAL,COMERCIAL,NORMAL,,,,11:05:11,63-RETIDA - FATURA ELETRONICA,0.0,0.0,,905.0,N,Normal,S,-20.438333,-54.599623,0
2.0,2019-12-01,10.0,1.0,24.0,1.0,17800036,716285.0,0.0,1.0,0.0,0.0,0.0,879.0,879.0,2019-12-17,29.0,26.0,Hidrometrado,COMERCIAL,COMERCIAL,NORMAL,,,,15:49:12,01-EM MAOS,0.0,0.0,,900.0,N,Normal,S,-20.46302,-54.616002,0
2.0,2019-09-01,17.0,90.0,209.0,39.0,17921216,687758.0,0.0,1.0,0.0,0.0,0.0,795.0,795.0,2019-09-26,29.0,35.0,Hidrometrado,COMERCIAL,COMERCIAL,NORMAL,,,,13:54:13,01-EM MAOS,0.0,0.0,,901.0,N,Normal,S,-20.521455,-54.569534,1
2.0,2019-02-01,9.0,87.0,384.0,45.0,17245133,910470.0,0.0,1.0,0.0,0.0,0.0,37.0,37.0,2019-02-12,29.0,4.0,Hidrometrado,COMERCIAL,COMERCIAL,NORMAL,,,,13:25:48,03-VIZINHO,0.0,0.0,,900.0,N,Normal,S,-20.529546,-54.608249,0
2.0,2019-08-01,8.0,63.0,576.0,33.0,17337514,167449.0,1.0,0.0,0.0,0.0,0.0,1843.0,1843.0,2019-08-17,30.0,19.0,Hidrometrado,RESIDENCIAL,RESIDENCIAL,NORMAL,,,,13:21:34,05-NA CAIXA DE LUZ,0.0,0.0,,900.0,N,Normal,S,-20.39689,-54.575985,0
2.0,2019-07-01,18.0,22.0,480.0,6.0,17843198,1020501.0,0.0,1.0,0.0,0.0,0.0,2348.0,2348.0,2019-07-26,32.0,0.0,Hidrometrado,COMERCIAL,COMERCIAL,NORMAL,,,,13:55:30,01-EM MAOS,0.0,0.0,,905.0,N,Normal,S,-20.493289,-54.598359,0
2.0,2019-10-01,7.0,16.0,168.0,13.0,17082073,87519.0,1.0,0.0,0.0,0.0,0.0,443.0,443.0,2019-10-09,29.0,29.0,Hidrometrado,RESIDENCIAL,RESIDENCIAL,NORMAL,507.0,,,09:36:04,02-CAIXA CORREIO,0.0,0.0,,900.0,N,Normal,S,-20.4572,-54.638035,1
2.0,2019-06-01,14.0,89.0,10.0,41.0,17503281,206888.0,1.0,0.0,0.0,0.0,0.0,423.0,0.0,2019-06-25,29.0,0.0,Hidrometrado,RESIDENCIAL,RESIDENCIAL,MEDIDOR DE DIFÍCIL ACESSO,,,,08:14:30,02-CAIXA CORREIO,19.0,60.0,MEDIA,107.0,N,Normal,N,-20.523103,-54.570901,0
2.0,2019-05-01,14.0,74.0,618.0,36.0,17374935,368019.0,0.0,1.0,0.0,0.0,0.0,669.0,669.0,2019-05-20,33.0,26.0,Hidrometrado,COMERCIAL,COMERCIAL,NORMAL,,,,08:16:25,02-CAIXA CORREIO,0.0,0.0,,902.0,N,Normal,S,-20.468762,-54.702923,1
2.0,2019-03-01,5.0,20.0,182.0,15.0,17846359,413011.0,0.0,2.0,0.0,0.0,0.0,402.0,402.0,2019-03-11,32.0,0.0,Hidrometrado,COMERCIAL,COMERCIAL,NORMAL,,,,08:08:35,01-EM MAOS,0.0,0.0,,902.0,N,Normal,S,-20.498015,-54.637192,0
2.0,2019-01-01,8.0,23.0,158.0,13.0,17782984,715575.0,11.0,0.0,0.0,0.0,0.0,12573.0,12573.0,2019-01-14,32.0,23.0,Hidrometrado,RESIDENCIAL,RESIDENCIAL,NORMAL,,,,12:11:07,63-RETIDA - FATURA ELETRONICA,0.0,0.0,,904.0,N,Normal,S,-20.488995,-54.587964,0
2.0,2019-12-01,16.0,67.0,80.0,21.0,17936293,1018308.0,0.0,1.0,0.0,0.0,0.0,15.0,15.0,2019-12-27,31.0,0.0,Hidrometrado,COMERCIAL,COMERCIAL,NORMAL,,,,07:50:53,01-EM MAOS,0.0,0.0,,905.0,N,Normal,S,-20.415828,-54.58556,0
2.0,2019-09-01,4.0,4.0,18.0,3.0,17770052,875193.0,0.0,1.0,0.0,0.0,0.0,56.0,56.0,2019-09-05,29.0,0.0,Hidrometrado,COMERCIAL,COMERCIAL,NORMAL,507.0,,,15:35:46,02-CAIXA CORREIO,0.0,0.0,,905.0,N,Normal,S,-20.449064,-54.602869,0
2.0,2019-02-01,12.0,74.0,129.0,34.0,17359822,607775.0,0.0,1.0,0.0,0.0,0.0,182.0,182.0,2019-02-14,29.0,5.0,Hidrometrado,COMERCIAL,COMERCIAL,NORMAL,,,,08:16:08,02-CAIXA CORREIO,0.0,0.0,,900.0,N,Normal,S,-20.459361,-54.684686,0
2.0,2019-08-01,8.0,30.0,178.0,18.0,17719578,238402.0,1.0,0.0,0.0,0.0,0.0,1063.0,1063.0,2019-08-13,29.0,18.0,Hidrometrado,RESIDENCIAL,RESIDENCIAL,NORMAL,,,,13:05:16,02-CAIXA CORREIO,0.0,0.0,,900.0,N,Normal,S,-20.425487,-54.597241,0
2.0,2019-07-01,14.0,44.0,346.0,14.0,17262209,1011505.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2019-07-23,99.0,0.0,Hidrometrado,COMERCIAL,COMERCIAL,NORMAL,,,,09:55:34,53-RETIDA - CODIGO LEITURA,0.0,0.0,,906.0,N,Normal,S,-20.495549,-54.649631,1
2.0,2019-10-01,11.0,34.0,102.0,16.0,17435172,192065.0,1.0,0.0,0.0,0.0,0.0,570.0,570.0,2019-10-22,33.0,5.0,Hidrometrado,RESIDENCIAL,RESIDENCIAL,NORMAL,,,,09:31:42,02-CAIXA CORREIO,0.0,0.0,,900.0,N,Normal,S,-20.420804,-54.639258,0
2.0,2019-06-01,4.0,61.0,102.0,29.0,17256294,136896.0,1.0,0.0,0.0,0.0,0.0,1157.0,0.0,2019-06-07,30.0,0.0,Hidrometrado,RESIDENCIAL,RESIDENCIAL,MEDIDOR DE DIFÍCIL ACESSO,,,,08:59:38,71-RETIDA - ULTRASSONICO SEM L,13.0,13.0,MEDIA,107.0,N,Normal,N,-20.414815,-54.563934,0
2.0,2019-05-01,11.0,7.0,300.0,3.0,17877448,668935.0,0.0,1.0,0.0,0.0,0.0,273.0,273.0,2019-05-15,30.0,2.0,Hidrometrado,COMERCIAL,COMERCIAL,NORMAL,,,,10:05:43,02-CAIXA CORREIO,0.0,0.0,,900.0,N,Normal,S,-20.475847,-54.609239,1
2.0,2019-03-01,4.0,95.0,910.0,43.0,17842961,399154.0,1.0,0.0,0.0,0.0,0.0,237.0,237.0,2019-03-08,30.0,0.0,Hidrometrado,RESIDENCIAL,RESIDENCIAL,NORMAL,,,,09:45:28,04-FIXADA AO PORTAO,0.0,0.0,,905.0,N,Normal,S,-20.542938,-54.620798,0
2.0,2019-01-01,13.0,52.0,346.0,22.0,17874404,541354.0,1.0,0.0,0.0,0.0,0.0,192863.0,192863.0,2019-01-19,31.0,590.0,Hidrometrado,RESIDENCIAL,RESIDENCIAL,NORMAL,,,,11:18:34,60-RETIDA - MED > 2X MED MEDID,0.0,0.0,,902.0,N,Isento Agua e Esgoto,S,-20.496192,-54.571633,0
2.0,2019-12-01,18.0,27.0,86.0,9.0,17784725,850976.0,1.0,0.0,0.0,0.0,0.0,3.0,3.0,2019-12-27,30.0,0.0,Hidrometrado,RESIDENCIAL,RESIDENCIAL,NORMAL,,,,10:00:33,02-CAIXA CORREIO,0.0,0.0,,905.0,N,Normal,S,-20.434475,-54.553155,0
2.0,2019-09-01,19.0,41.0,306.0,17.0,17959609,1030393.0,1.0,0.0,0.0,0.0,0.0,96.0,96.0,2019-09-26,41.0,96.0,Hidrometrado,RESIDENCIAL,RESIDENCIAL,NORMAL,507.0,,,14:45:12,60-RETIDA - MED > 2X MED MEDID,0.0,0.0,,902.0,N,Normal,S,-20.481544,-54.660655,0
2.0,2019-02-01,11.0,37.0,32.0,18.0,17924094,702282.0,1.0,0.0,0.0,0.0,0.0,14.0,14.0,2019-02-14,28.0,0.0,Hidrometrado,RESIDENCIAL,RESIDENCIAL,NORMAL,,,,10:28:58,10-ISENTA - NAO IMPRESSA,0.0,0.0,,905.0,N,Normal,S,-20.436343,-54.662291,1
2.0,2019-08-01,8.0,43.0,443.0,25.0,17330856,165083.0,0.0,1.0,0.0,0.0,0.0,364.0,364.0,2019-08-15,31.0,6.0,Hidrometrado,COMERCIAL,COMERCIAL,NORMAL,,,,09:46:25,02-CAIXA CORREIO,0.0,0.0,,900.0,N,Normal,S,-20.497126,-54.659588,1
2.0,2019-07-01,17.0,24.0,685.0,51.0,17913436,990312.0,0.0,1.0,0.0,0.0,0.0,27.0,27.0,2019-07-27,31.0,9.0,Hidrometrado,COMERCIAL,COMERCIAL,NORMAL,,,,14:39:20,04-FIXADA AO PORTAO,0.0,0.0,,900.0,N,Normal,S,-20.489915,-54.567692,0
2.0,2019-10-01,16.0,37.0,376.0,13.0,17141024,115694.0,1.0,0.0,0.0,0.0,0.0,776.0,776.0,2019-10-24,31.0,6.0,Hidrometrado,RESIDENCIAL,RESIDENCIAL,NORMAL,507.0,,,13:48:38,02-CAIXA CORREIO,0.0,0.0,,900.0,N,Normal,S,-20.42973,-54.659365,1
2.0,2019-06-01,19.0,82.0,143.0,44.0,17414514,409331.0,1.0,0.0,0.0,0.0,0.0,1020.0,0.0,2019-06-29,31.0,0.0,Hidrometrado,RESIDENCIAL,RESIDENCIAL,MEDIDOR DE DIFÍCIL ACESSO,,,,13:43:51,71-RETIDA - ULTRASSONICO SEM L,20.0,20.0,MEDIA,107.0,N,Normal,N,-20.528542,-54.658644,0
2.0,2019-05-01,17.0,3.0,116.0,1.0,17832955,699211.0,0.0,1.0,0.0,0.0,0.0,27.0,27.0,2019-05-28,31.0,0.0,Hidrometrado,COMERCIAL,COMERCIAL,NORMAL,,,,11:31:04,10-ISENTA - NAO IMPRESSA,0.0,0.0,,905.0,N,Normal,S,-20.455733,-54.59309,0
